shipment_id,order_id,warehouse_id,carrier,ship_date,promised_delivery_days,actual_delivery_days,delivery_status,shipment_cost_usd,weight_kg,distance_km
SHP004589,ORD004589,WH10,XPO Freight,2024-07-03,8.0,,On Time,17879.236086371962,126.08,1875
SHP004590,ORD004590,WH06,XPO Freight,2023-04-29,11.0,11.0,Cancelled,204.87,45.03,4291
SHP004591,ORD004591,WH06,FedEx,2023-10-20,6.0,6.0,On Time,204.58,33.55,518
SHP004592,ORD004592,WH06,DHL,2024-01-06,10.0,10.0,On Time,326.2,85.04,3850
SHP004593,ORD004593,WH04,USPS,2023-09-01,5.0,5.0,On Time,121.71,197.39,4555
SHP004594,ORD004594,WH03,Amazon Logistics,2024-08-02,,14.0,Late,282.63,67.24,3117
SHP004595,ORD004595,WH01,Amazon Logistics,2024-12-26,,13.0,Late,241.17,78.41,4268
SHP004596,ORD004596,WH02,DHL,2023-08-06,8.0,8.0,On Time,328.64,20.74,4465
SHP004597,ORD004597,WH02,UPS,2023-06-26,13.0,13.0,On Time,61.12,97.57,989
SHP004598,ORD004598,WH10,UPS,2023-10-26,10.0,9.0,Early,219.7,151.83,2461
SHP004599,ORD004599,WH07,FedEx,2024-11-06,13.0,10.0,Early,137.32,92.56,1324
SHP004600,ORD004600,WH06,Amazon Logistics,2023-02-27,12.0,17.0,Late,345.52,187.77,2733
SHP004601,ORD004601,WH08,XPO Freight,2023-09-26,11.0,11.0,On Time,148.47,143.09,403
SHP004602,ORD004602,WH09,XPO Freight,2023-11-04,3.0,3.0,On Time,108.21,96.39,202
SHP004603,ORD004603,WH05,USPS,2024-07-23,3.0,3.0,On Time,220.46,76.84,3770
SHP004604,ORD004604,WH03,DHL,2023-10-15,13.0,11.0,Early,149.2,137.6,1309
SHP004605,ORD004605,WH04,FedEx,2023-04-15,7.0,6.0,Early,172.72,11.35,4283
SHP004606,ORD004606,WH08,XPO Freight,2023-08-16,11.0,11.0,On Time,102.1,189.56,3894
SHP004607,ORD004607,WH03,DHL,2023-09-04,,7.0,On Time,144.76,121.34,1260
SHP004608,ORD004608,WH02,Amazon Logistics,2024-11-30,9.0,14.0,Late,253.0,141.78,1893
SHP004609,ORD004609,WH07,FedEx,2024-05-08,,7.0,On Time,205.3,188.66,2768
SHP004610,ORD004610,WH04,UPS,2023-03-24,,7.0,On Time,69.73,153.18,1740
SHP004611,ORD004611,WH08,UPS,2023-07-05,,7.0,On Time,294.19,5.53,4929
SHP004612,ORD004612,WH01,USPS,2023-09-09,4.0,2.0,Early,114.48,84.86,1731
SHP004613,ORD004613,WH08,Amazon Logistics,2023-12-21,12.0,12.0,On Time,304.09,26.22,1788
SHP004614,ORD004614,WH05,Amazon Logistics,2024-11-26,11.0,11.0,On Time,286.96,66.58,3739
SHP004615,ORD004615,WH02,USPS,2023-07-29,7.0,7.0,On Time,107.35,186.71,4957
SHP004616,ORD004616,WH01,USPS,2024-08-31,9.0,12.0,Late,370.2,64.23,4727
SHP004617,ORD004617,WH06,XPO Freight,2024-03-22,13.0,13.0,On Time,74.16,30.98,4914
SHP004618,ORD004618,WH09,FedEx,2024-04-04,11.0,10.0,Early,187.15,191.09,2382
SHP004619,ORD004619,WH09,UPS,2024-04-16,7.0,,On Time,111.7,45.07,3634
SHP004620,ORD004620,WH09,Amazon Logistics,2024-12-20,8.0,8.0,Cancelled,81.6,112.2,2655
SHP004621,ORD004621,WH04,USPS,2024-01-05,6.0,6.0,On Time,68.59,37.18,3588
SHP004622,ORD004622,WH06,FedEx,2024-05-06,10.0,8.0,Early,45.08,149.52,2146
SHP004623,ORD004623,WH10,Amazon Logistics,2023-05-17,3.0,3.0,On Time,252.49,69.0,2507
SHP004624,ORD004624,WH06,DHL,2024-01-02,3.0,3.0,On Time,100.25,113.93,914
SHP004625,ORD004625,WH05,Amazon Logistics,2023-07-03,7.0,7.0,On Time,34.43,123.92,2725
SHP004626,ORD004626,WH02,DHL,2024-08-10,12.0,12.0,On Time,168.49,46.55,2608
SHP004627,ORD004627,WH07,UPS,2023-10-14,11.0,11.0,On Time,112.5,104.08,1943
SHP004628,ORD004628,WH01,FedEx,2024-04-16,4.0,4.0,On Time,56.36,145.86,4658
SHP004629,ORD004629,WH06,UPS,2024-01-10,13.0,13.0,On Time,327.24,123.68,3696
SHP004630,ORD004630,WH05,UPS,2024-10-15,5.0,5.0,On Time,51.16,81.37,4014
SHP004631,ORD004631,WH05,XPO Freight,2024-06-20,10.0,10.0,On Time,323.83,27.03,385
SHP004632,ORD004632,WH08,Amazon Logistics,2024-05-25,7.0,7.0,On Time,122.38,189.85,2196
SHP004633,ORD004633,WH09,Amazon Logistics,2024-08-01,5.0,12.0,Late,314.39,179.29,2380
SHP004634,ORD004634,WH07,UPS,2023-09-07,8.0,12.0,Late,310.31,143.04,4605
SHP004635,ORD004635,WH10,FedEx,2024-05-24,8.0,8.0,On Time,5213.836884159971,152.84,2791
SHP004636,ORD004636,WH08,XPO Freight,2024-09-21,7.0,5.0,Early,127.86,176.39,3109
SHP004637,ORD004637,WH02,XPO Freight,2023-03-14,7.0,4.0,Early,121.11,132.91,3463
SHP004638,ORD004638,WH02,Amazon Logistics,2023-10-09,8.0,8.0,On Time,107.96,135.47,1846
SHP004639,ORD004639,WH08,DHL,2023-12-26,4.0,4.0,On Time,101.76,41.32,2581
SHP004640,ORD004640,WH06,UPS,2023-01-10,8.0,7.0,Early,225.8,138.45,513
SHP004641,ORD004641,WH08,Amazon Logistics,2023-07-30,4.0,4.0,On Time,213.14,166.47,3714
SHP004642,ORD004642,WH09,FedEx,2023-06-01,5.0,5.0,On Time,91.0,186.05,157
SHP004643,ORD004643,WH09,Amazon Logistics,2023-01-05,4.0,4.0,On Time,288.45,122.31,672
SHP004644,ORD004644,WH06,Amazon Logistics,2023-07-14,3.0,3.0,On Time,253.91,155.21,819
SHP004645,ORD004645,WH08,USPS,2023-10-10,,5.0,Early,167.81,74.26,3460
SHP004646,ORD004646,WH02,FedEx,2024-04-08,3.0,,On Time,76.22,144.43,372
SHP004647,ORD004647,WH08,Amazon Logistics,2023-04-23,11.0,11.0,On Time,176.53,159.4,3945
SHP004648,ORD004648,WH03,USPS,2023-09-28,,7.0,On Time,180.46,69.19,502
SHP004649,ORD004649,WH01,UPS,2023-06-12,7.0,7.0,On Time,326.75,21.32,4854
SHP004650,ORD004650,WH07,XPO Freight,2024-04-04,12.0,12.0,On Time,319.07,58.82,3238
SHP004651,ORD004651,WH01,Amazon Logistics,2023-04-15,9.0,9.0,On Time,67.17,158.41,4705
SHP004652,ORD004652,WH01,FedEx,2024-11-23,4.0,4.0,On Time,38.69,184.25,1675
SHP004653,ORD004653,WH01,DHL,2024-07-09,14.0,14.0,On Time,318.9,59.02,1041
SHP004654,ORD004654,WH04,UPS,2023-10-09,13.0,,On Time,72.04,188.02,3550
SHP004655,ORD004655,WH04,USPS,2024-11-17,12.0,12.0,On Time,108.51,98.16,1134
SHP004656,ORD004656,WH10,FedEx,2023-06-11,11.0,11.0,On Time,360.55,198.6,3451
SHP004657,ORD004657,WH06,Amazon Logistics,2023-12-17,14.0,14.0,Cancelled,175.65,119.24,2282
SHP004658,ORD004658,WH10,XPO Freight,2024-03-09,6.0,10.0,Late,276.55,31.98,2528
SHP004659,ORD004659,WH03,USPS,2023-05-20,12.0,10.0,Early,133.39,149.46,4495
SHP004660,ORD004660,WH10,FedEx,2024-04-15,12.0,9.0,Early,266.51,67.95,1649
SHP004661,ORD004661,WH06,UPS,2023-05-12,,7.0,On Time,238.06,118.29,1472
SHP004662,ORD004662,WH07,DHL,2023-03-28,10.0,10.0,On Time,283.71,52.93,3799
SHP004663,ORD004663,WH01,UPS,2024-11-18,6.0,6.0,On Time,125.06,144.45,1859
SHP004664,ORD004664,WH06,DHL,2023-07-02,9.0,9.0,On Time,120.0,17.83,1363
SHP004665,ORD004665,WH10,DHL,2024-01-03,5.0,,On Time,66.08,112.34,3467
SHP004666,ORD004666,WH01,Amazon Logistics,2023-05-09,13.0,13.0,On Time,256.05,21.06,526
SHP004667,ORD004667,WH07,FedEx,2023-09-03,14.0,14.0,On Time,277.25,182.48,2631
SHP004668,ORD004668,WH10,Amazon Logistics,2024-08-23,11.0,11.0,On Time,72.58,31.69,4182
SHP004669,ORD004669,WH05,FedEx,2024-07-31,7.0,7.0,On Time,201.21,73.67,1187
SHP004670,ORD004670,WH10,Amazon Logistics,2024-10-31,7.0,7.0,On Time,82.34,50.31,3946
SHP004671,ORD004671,WH04,FedEx,2024-01-13,5.0,2.0,Early,34.89,144.18,3836
SHP004672,ORD004672,WH01,Amazon Logistics,2023-05-29,13.0,13.0,On Time,250.29,13.44,2569
SHP004673,ORD004673,WH09,FedEx,2024-03-08,11.0,11.0,On Time,127.61,39.49,4878
SHP004674,ORD004674,WH07,XPO Freight,2024-09-19,5.0,5.0,On Time,206.6,129.71,3861
SHP004675,ORD004675,WH02,FedEx,2024-12-26,,7.0,On Time,264.49,46.23,1601
SHP004676,ORD004676,WH04,Amazon Logistics,2024-04-13,13.0,13.0,On Time,368.76,141.16,3179
SHP004677,ORD004677,WH04,UPS,2024-03-21,11.0,12.0,Late,200.49,33.77,3392
SHP004678,ORD004678,WH08,XPO Freight,2024-04-25,,7.0,On Time,157.67,131.47,2937
SHP004679,ORD004679,WH02,Amazon Logistics,2023-10-21,,7.0,On Time,109.33,93.93,3371
SHP004680,ORD004680,WH05,XPO Freight,2023-05-23,11.0,11.0,On Time,255.39,5.35,2225
SHP004681,ORD004681,WH10,FedEx,2023-09-07,12.0,12.0,On Time,313.12,122.4,720
SHP004682,ORD004682,WH08,FedEx,2023-10-29,14.0,17.0,Late,280.9,104.31,4707
SHP004683,ORD004683,WH06,UPS,2023-01-25,6.0,6.0,On Time,171.1,63.51,4757
SHP004684,ORD004684,WH04,UPS,2023-03-11,6.0,6.0,On Time,194.22,160.35,206
SHP004685,ORD004685,WH05,FedEx,2024-09-16,13.0,13.0,On Time,178.68,86.94,4500
SHP004686,ORD004686,WH02,FedEx,2023-04-22,12.0,13.0,Late,302.53,108.41,2813
SHP004687,ORD004687,WH05,XPO Freight,2023-12-30,8.0,8.0,On Time,231.52,190.9,1919
SHP004688,ORD004688,WH03,FedEx,2023-10-30,11.0,11.0,On Time,316.2,135.56,2344
SHP004689,ORD004689,WH03,DHL,2024-04-15,10.0,10.0,On Time,206.25,10.06,4646
SHP004690,ORD004690,WH07,UPS,2023-04-01,12.0,12.0,On Time,308.5,166.67,3108
SHP004691,ORD004691,WH03,Amazon Logistics,2024-06-13,5.0,14.0,Late,225.97,34.92,2677
SHP004692,ORD004692,WH04,UPS,2024-10-22,8.0,8.0,On Time,311.97,134.27,4247
SHP004693,ORD004693,WH07,DHL,2024-12-26,9.0,14.0,Late,212.19,172.41,83
SHP004694,ORD004694,WH03,UPS,2024-10-24,8.0,8.0,On Time,187.37,178.18,3908
SHP004695,ORD004695,WH10,FedEx,2023-07-11,5.0,5.0,Cancelled,80.88,31.88,4209
SHP004696,ORD004696,WH10,Amazon Logistics,2024-07-05,11.0,9.0,Early,315.16,95.29,1915
SHP004697,ORD004697,WH02,XPO Freight,2023-08-30,,7.0,On Time,290.0,87.73,3179
SHP004698,ORD004698,WH10,FedEx,2023-05-18,4.0,2.0,Early,115.07,95.37,1912
SHP004699,ORD004699,WH07,USPS,2023-12-11,11.0,,On Time,179.76,24.64,1404
SHP004700,ORD004700,WH05,Amazon Logistics,2023-06-29,5.0,5.0,On Time,163.6,137.86,1397
SHP004701,ORD004701,WH01,Amazon Logistics,2024-12-12,,7.0,On Time,163.88,120.07,3821
SHP004702,ORD004702,WH10,USPS,2024-05-17,7.0,7.0,On Time,172.68,158.05,1360
SHP004703,ORD004703,WH08,UPS,2023-07-22,4.0,12.0,Late,187.5,186.21,1351
SHP004704,ORD004704,WH03,USPS,2024-07-26,3.0,3.0,On Time,46.9,69.05,2013
SHP004705,ORD004705,WH07,UPS,2023-07-11,11.0,11.0,On Time,140.08,140.04,4877
SHP004706,ORD004706,WH06,FedEx,2023-01-05,5.0,5.0,On Time,10984.882496290043,109.3,3374
SHP004707,ORD004707,WH10,USPS,2023-08-25,9.0,,On Time,238.44,188.83,3667
SHP004708,ORD004708,WH06,DHL,2024-11-23,11.0,8.0,Early,264.51,157.88,3870
SHP004709,ORD004709,WH08,Amazon Logistics,2023-11-07,11.0,11.0,On Time,175.21,43.8,3699
SHP004710,ORD004710,WH04,XPO Freight,2024-07-02,14.0,12.0,Early,208.56,60.79,1172
SHP004711,ORD004711,WH04,USPS,2023-02-25,12.0,12.0,On Time,199.07,100.78,1681
SHP004712,ORD004712,WH03,UPS,2024-03-18,8.0,8.0,Cancelled,122.04,46.75,2307
SHP004713,ORD004713,WH01,UPS,2023-08-25,10.0,10.0,On Time,229.37,79.58,1901
SHP004714,ORD004714,WH10,USPS,2023-07-16,11.0,11.0,On Time,277.0,100.62,3193
SHP004715,ORD004715,WH03,Amazon Logistics,2024-08-07,5.0,3.0,Early,124.33,187.9,2687
SHP004716,ORD004716,WH01,DHL,2024-07-24,8.0,8.0,On Time,185.17,15.0,4479
SHP004717,ORD004717,WH06,USPS,2024-05-28,7.0,4.0,Early,88.03,163.06,774
SHP004718,ORD004718,WH08,XPO Freight,2024-03-24,9.0,9.0,On Time,96.16,94.28,1291
SHP004719,ORD004719,WH03,DHL,2023-12-26,9.0,9.0,On Time,127.81,176.54,1922
SHP004720,ORD004720,WH04,Amazon Logistics,2024-11-30,11.0,11.0,On Time,271.12,10.0,2027
SHP004721,ORD004721,WH05,FedEx,2023-01-30,3.0,1.0,Early,240.18,112.94,699
SHP004722,ORD004722,WH07,UPS,2023-04-18,8.0,8.0,On Time,140.53,130.12,2647
SHP004723,ORD004723,WH06,FedEx,2024-08-24,7.0,7.0,On Time,11422.62800857248,184.9,4054
SHP004724,ORD004724,WH02,XPO Freight,2024-12-17,,6.0,Early,286.51,110.28,944
SHP004725,ORD004725,WH07,DHL,2024-03-20,,6.0,Early,231.91,166.91,3867
SHP004726,ORD004726,WH08,Amazon Logistics,2024-03-13,14.0,14.0,On Time,95.51,195.29,4569
SHP004727,ORD004727,WH01,USPS,2024-08-28,13.0,13.0,On Time,281.52,63.76,4620
SHP004728,ORD004728,WH06,XPO Freight,2024-04-01,3.0,8.0,Late,197.61,198.58,2671
SHP004729,ORD004729,WH09,DHL,2024-09-06,6.0,6.0,On Time,67.71,35.58,4705
SHP004730,ORD004730,WH07,FedEx,2024-11-28,12.0,12.0,Cancelled,62.78,137.16,100
SHP004731,ORD004731,WH05,Amazon Logistics,2024-11-26,,7.0,On Time,289.31,130.48,1082
SHP004732,ORD004732,WH10,Amazon Logistics,2024-05-09,9.0,9.0,On Time,149.0,26.52,1582
SHP004733,ORD004733,WH10,UPS,2024-11-04,6.0,6.0,On Time,183.73,18.34,2340
SHP004734,ORD004734,WH09,UPS,2023-09-04,3.0,3.0,On Time,80.18,120.63,3738
SHP004735,ORD004735,WH02,DHL,2024-06-26,12.0,10.0,Early,264.21,83.74,4476
SHP004736,ORD004736,WH07,UPS,2024-07-17,3.0,3.0,On Time,51.47,17.25,4152
SHP004737,ORD004737,WH09,Amazon Logistics,2024-08-10,3.0,3.0,On Time,262.68,150.54,580
SHP004738,ORD004738,WH02,DHL,2024-03-14,13.0,19.0,Late,286.1,21.86,1507
SHP004739,ORD004739,WH10,FedEx,2023-10-05,12.0,10.0,Early,68.28,162.52,901
SHP004740,ORD004740,WH06,UPS,2024-07-05,7.0,7.0,On Time,206.44,20.76,3877
SHP004741,ORD004741,WH09,Amazon Logistics,2024-09-04,9.0,9.0,On Time,190.05,142.99,3215
SHP004742,ORD004742,WH03,UPS,2023-04-21,,7.0,On Time,134.76,174.08,754
SHP004743,ORD004743,WH08,USPS,2024-01-20,,7.0,On Time,230.76,170.94,4704
SHP004744,ORD004744,WH05,USPS,2023-07-10,4.0,4.0,On Time,256.53,150.12,2620
SHP004745,ORD004745,WH07,Amazon Logistics,2024-05-04,11.0,11.0,On Time,93.83,38.09,3221
SHP004746,ORD004746,WH03,XPO Freight,2024-11-24,6.0,3.0,Early,110.08,95.01,1307
SHP004747,ORD004747,WH08,DHL,2024-03-01,14.0,14.0,Cancelled,96.02,71.18,519
SHP004748,ORD004748,WH02,Amazon Logistics,2024-02-09,,7.0,On Time,193.59,91.78,1393
SHP004749,ORD004749,WH08,DHL,2023-12-01,13.0,13.0,On Time,81.45,149.35,3490
SHP004750,ORD004750,WH02,USPS,2023-07-28,,7.0,On Time,262.98,171.49,3505
SHP004751,ORD004751,WH07,FedEx,2023-01-22,14.0,14.0,On Time,109.56,131.62,591
SHP004752,ORD004752,WH02,DHL,2024-11-08,,14.0,Late,178.06,3.28,3822
SHP004753,ORD004753,WH07,Amazon Logistics,2024-09-02,7.0,4.0,Early,276.91,25.81,1489
SHP004754,ORD004754,WH01,DHL,2023-07-27,6.0,6.0,On Time,286.2,68.53,4705
SHP004755,ORD004755,WH06,Amazon Logistics,2023-01-08,,7.0,On Time,225.64,181.7,4580
SHP004756,ORD004756,WH10,UPS,2024-12-02,3.0,0.0,Early,218.91,121.18,1972
SHP004757,ORD004757,WH07,Amazon Logistics,2024-11-17,,,On Time,191.21,160.63,2369
SHP004758,ORD004758,WH04,UPS,2024-06-12,6.0,6.0,On Time,147.27,92.16,1889
SHP004759,ORD004759,WH01,UPS,2024-08-24,6.0,6.0,On Time,116.4,186.41,3399
SHP004760,ORD004760,WH06,FedEx,2024-10-14,10.0,18.0,Late,399.91,55.88,1396
SHP004761,ORD004761,WH04,USPS,2024-10-18,11.0,11.0,On Time,302.45,172.62,754
SHP004762,ORD004762,WH03,DHL,2023-06-15,,7.0,On Time,322.88,35.01,3790
SHP004763,ORD004763,WH04,USPS,2024-05-10,6.0,11.0,Late,328.61,145.24,4497
SHP004764,ORD004764,WH06,Amazon Logistics,2024-08-12,8.0,8.0,On Time,273.06,137.01,1887
SHP004765,ORD004765,WH05,XPO Freight,2024-03-04,6.0,7.0,Late,285.84,22.83,2308
SHP004766,ORD004766,WH02,USPS,2023-06-12,6.0,6.0,On Time,310.15,168.3,403
SHP004767,ORD004767,WH02,USPS,2024-01-01,14.0,12.0,Early,119.23,165.64,3848
SHP004768,ORD004768,WH03,USPS,2024-06-09,13.0,16.0,Late,315.57,173.45,4477
SHP004769,ORD004769,WH06,XPO Freight,2023-08-27,14.0,14.0,On Time,255.99,52.46,4507
SHP004770,ORD004770,WH01,DHL,2023-03-13,11.0,11.0,On Time,227.48,29.07,4877
SHP004771,ORD004771,WH07,Amazon Logistics,2024-03-20,6.0,6.0,On Time,77.53,92.32,4214
SHP004772,ORD004772,WH08,FedEx,2024-10-16,8.0,8.0,On Time,315.39,171.76,539
SHP004773,ORD004773,WH07,UPS,2024-05-23,11.0,19.0,Late,181.46,159.98,4914
SHP004774,ORD004774,WH03,Amazon Logistics,2023-09-26,,6.0,Early,92.53,138.09,526
SHP004775,ORD004775,WH06,FedEx,2024-02-19,9.0,9.0,On Time,271.38,196.95,3585
SHP004776,ORD004776,WH04,FedEx,2023-09-02,9.0,7.0,Early,42.25,130.03,2311
SHP004777,ORD004777,WH05,FedEx,2024-11-05,3.0,3.0,On Time,94.86,179.96,1107
SHP004778,ORD004778,WH03,DHL,2023-03-01,13.0,13.0,On Time,205.26,91.41,3544
SHP004779,ORD004779,WH05,FedEx,2023-01-06,4.0,4.0,On Time,292.16,158.49,3351
SHP004780,ORD004780,WH06,FedEx,2024-12-09,7.0,7.0,On Time,193.12,137.21,399
SHP004781,ORD004781,WH08,Amazon Logistics,2024-07-23,10.0,10.0,On Time,137.29,10.01,2159
SHP004782,ORD004782,WH06,FedEx,2024-02-11,,7.0,On Time,189.68,74.89,487
SHP004783,ORD004783,WH09,XPO Freight,2023-08-05,,7.0,On Time,211.77,164.71,1865
SHP004784,ORD004784,WH10,UPS,2023-01-26,5.0,5.0,On Time,295.39,75.84,1339
SHP004785,ORD004785,WH10,Amazon Logistics,2023-01-05,8.0,8.0,On Time,267.24,58.97,1611
SHP004786,ORD004786,WH10,USPS,2024-06-15,11.0,,On Time,256.88,5.78,2082
SHP004787,ORD004787,WH10,UPS,2024-01-25,5.0,5.0,On Time,191.65,31.4,4914
SHP004788,ORD004788,WH04,FedEx,2024-12-10,8.0,16.0,Late,369.98,31.93,1396
SHP004789,ORD004789,WH02,FedEx,2024-07-24,9.0,14.0,Late,371.54,186.15,3570
SHP004790,ORD004790,WH09,Amazon Logistics,2024-03-23,7.0,4.0,Early,262.97,27.0,4894
SHP004791,ORD004791,WH03,USPS,2023-05-26,12.0,12.0,On Time,298.29,98.15,160
SHP004792,ORD004792,WH07,FedEx,2024-01-23,10.0,12.0,Late,345.33,155.31,3855
SHP004793,ORD004793,WH04,USPS,2023-09-06,10.0,10.0,On Time,172.04,98.79,632
SHP004794,ORD004794,WH01,DHL,2024-06-09,8.0,8.0,On Time,308.36,82.83,3417
SHP004795,ORD004795,WH08,UPS,2024-04-06,9.0,8.0,Early,98.24,181.02,4808
SHP004796,ORD004796,WH04,XPO Freight,2023-01-13,5.0,5.0,On Time,278.67,179.63,1067
SHP004797,ORD004797,WH06,UPS,2024-01-19,9.0,9.0,On Time,143.97,168.89,4264
SHP004798,ORD004798,WH07,UPS,2024-07-09,9.0,,On Time,226.59,98.01,2148
SHP004799,ORD004799,WH08,Amazon Logistics,2024-02-03,6.0,6.0,On Time,204.78,113.99,2400
SHP004800,ORD004800,WH10,UPS,2023-01-19,12.0,12.0,On Time,355.8,36.61,4726
SHP004801,ORD004801,WH02,XPO Freight,2024-07-28,6.0,6.0,On Time,129.82,171.22,1834
SHP004802,ORD004802,WH09,FedEx,2024-05-05,5.0,5.0,On Time,146.59,37.27,3412
SHP004803,ORD004803,WH10,USPS,2024-02-23,12.0,12.0,On Time,91.82,35.69,4938
SHP004804,ORD004804,WH03,DHL,2023-12-03,9.0,11.0,Late,250.73,193.88,95
SHP004805,ORD004805,WH01,XPO Freight,2024-02-23,7.0,15.0,Late,174.26,71.17,880
SHP004806,ORD004806,WH02,FedEx,2024-09-03,5.0,3.0,Early,161.39,192.11,3731
SHP004807,ORD004807,WH08,DHL,2024-11-05,8.0,8.0,On Time,79.33,187.63,1286
SHP004808,ORD004808,WH10,XPO Freight,2023-05-02,14.0,19.0,Late,371.9,180.81,317
SHP004809,ORD004809,WH06,FedEx,2024-03-07,8.0,8.0,On Time,138.82,182.11,2498
SHP004810,ORD004810,WH01,Amazon Logistics,2023-02-13,8.0,8.0,On Time,251.03,120.79,351
SHP004811,ORD004811,WH09,DHL,2023-11-13,4.0,4.0,On Time,212.02,9.47,2582
SHP004812,ORD004812,WH07,XPO Freight,2024-01-16,13.0,11.0,Early,283.56,174.67,321
SHP004813,ORD004813,WH10,USPS,2023-05-25,12.0,9.0,Early,123.09,195.36,745
SHP004814,ORD004814,WH03,Amazon Logistics,2023-11-23,14.0,22.0,Late,130.8,159.43,2738
SHP004815,ORD004815,WH07,UPS,2023-12-29,9.0,6.0,Early,52.24,130.26,1501
SHP004816,ORD004816,WH06,Amazon Logistics,2023-02-19,9.0,9.0,On Time,198.99,41.48,1842
SHP004817,ORD004817,WH03,USPS,2023-03-06,12.0,12.0,On Time,129.44,187.62,3852
SHP004818,ORD004818,WH08,DHL,2023-12-21,,7.0,On Time,147.58,12.37,2234
SHP004819,ORD004819,WH01,Amazon Logistics,2023-06-13,6.0,6.0,On Time,308.42,81.78,1937
SHP004820,ORD004820,WH05,UPS,2023-05-21,13.0,13.0,On Time,105.93,73.0,4681
SHP004821,ORD004821,WH08,USPS,2023-05-08,8.0,7.0,Early,242.28,170.84,2140
SHP004822,ORD004822,WH03,UPS,2024-02-02,6.0,6.0,On Time,178.18,22.27,4396
SHP004823,ORD004823,WH10,XPO Freight,2024-04-07,6.0,6.0,On Time,291.55,33.05,3421
SHP004824,ORD004824,WH06,USPS,2023-07-06,,7.0,On Time,261.43,54.57,3997
SHP004825,ORD004825,WH10,FedEx,2024-12-20,11.0,11.0,On Time,122.44,80.63,705
SHP004826,ORD004826,WH02,FedEx,2023-07-09,14.0,14.0,On Time,161.26,115.03,3777
SHP004827,ORD004827,WH09,DHL,2024-01-23,9.0,9.0,On Time,218.78,174.54,338
SHP004828,ORD004828,WH02,FedEx,2024-03-04,4.0,4.0,On Time,87.05,86.25,1778
SHP004829,ORD004829,WH05,XPO Freight,2023-10-11,8.0,8.0,On Time,261.18,54.19,2121
SHP004830,ORD004830,WH03,UPS,2023-08-25,7.0,7.0,On Time,123.55,14.87,4441
SHP004831,ORD004831,WH10,XPO Freight,2023-07-13,,14.0,Late,322.56,60.8,3430
SHP004832,ORD004832,WH09,XPO Freight,2023-10-14,10.0,10.0,On Time,129.58,86.93,1832
SHP004833,ORD004833,WH09,FedEx,2023-05-16,,7.0,On Time,105.47,144.36,2934
SHP004834,ORD004834,WH07,USPS,2023-06-20,5.0,6.0,Late,311.74,70.21,3554
SHP004835,ORD004835,WH10,Amazon Logistics,2023-06-08,11.0,11.0,On Time,250.82,154.84,873
SHP004836,ORD004836,WH05,Amazon Logistics,2023-07-20,8.0,8.0,On Time,205.22,66.86,2392
SHP004837,ORD004837,WH09,XPO Freight,2024-05-01,9.0,8.0,Early,63.67,1.24,1919
SHP004838,ORD004838,WH07,FedEx,2024-07-10,,7.0,On Time,122.87,27.93,2850
SHP004839,ORD004839,WH02,USPS,2024-08-05,,7.0,On Time,91.45,43.04,2193
SHP004840,ORD004840,WH10,XPO Freight,2024-05-18,,7.0,On Time,91.65,73.9,4966
SHP004841,ORD004841,WH01,UPS,2024-01-06,,7.0,On Time,117.17,10.47,2931
SHP004842,ORD004842,WH10,USPS,2023-04-13,3.0,9.0,Late,120.46,166.55,3342
SHP004843,ORD004843,WH10,DHL,2023-05-05,3.0,3.0,On Time,280.65,47.03,3218
SHP004844,ORD004844,WH04,UPS,2023-11-09,5.0,5.0,On Time,53.56,153.57,1893
SHP004845,ORD004845,WH10,XPO Freight,2024-04-02,11.0,16.0,Late,366.48,123.78,3037
SHP004846,ORD004846,WH08,UPS,2023-08-18,3.0,3.0,On Time,159.65,174.62,957
SHP004847,ORD004847,WH06,UPS,2024-10-19,3.0,3.0,On Time,70.46,79.49,2555
SHP004848,ORD004848,WH02,UPS,2023-07-16,7.0,7.0,Cancelled,193.97,133.99,78
SHP004849,ORD004849,WH05,UPS,2024-02-27,10.0,17.0,Late,323.63,74.5,3759
SHP004850,ORD004850,WH09,USPS,2024-07-25,4.0,2.0,Early,281.45,152.33,2982
SHP004851,ORD004851,WH06,Amazon Logistics,2024-09-01,6.0,6.0,On Time,135.52,82.77,711
SHP004852,ORD004852,WH06,DHL,2023-06-20,8.0,8.0,On Time,255.1,184.7,3519
SHP004853,ORD004853,WH07,XPO Freight,2024-01-17,,7.0,On Time,60.03,189.0,3283
SHP004854,ORD004854,WH05,XPO Freight,2023-06-22,6.0,6.0,On Time,200.13,191.78,2604
SHP004855,ORD004855,WH03,XPO Freight,2024-10-24,,7.0,On Time,130.48,141.09,2092
SHP004856,ORD004856,WH03,USPS,2024-03-28,,12.0,Late,144.25,48.01,2086
SHP004857,ORD004857,WH05,USPS,2023-12-16,,7.0,On Time,186.31,166.39,1471
SHP004858,ORD004858,WH04,DHL,2024-09-25,8.0,8.0,On Time,330.32,40.4,89
SHP004859,ORD004859,WH05,UPS,2024-05-08,10.0,10.0,On Time,274.06,149.12,1176
SHP004860,ORD004860,WH09,DHL,2024-09-11,14.0,14.0,On Time,199.75,194.27,64
SHP004861,ORD004861,WH05,FedEx,2023-01-04,12.0,12.0,On Time,245.42,77.91,1282
SHP004862,ORD004862,WH04,UPS,2023-04-03,6.0,6.0,On Time,289.19,3.73,4683
