order_id,order_date,promised_delivery_days,warehouse_id,product_id,quantity_ordered,order_priority,customer_region,sales_channel
ORD004195,2023-06-15,14.0,WH09,PROD0092,479,Low,West,Online
ORD004196,2024-02-19,,WH10,PROD0011,265,Low,South,Online
ORD004197,2024-04-06,3.0,WH03,PROD0092,29,Medium,East,Retail
ORD004198,2023-04-24,14.0,WH06,PROD0096,263,Critical,West,Online
ORD004199,2024-03-08,6.0,WH04,PROD0024,200,Low,West,B2B
ORD004200,2023-12-22,4.0,WH02,PROD0051,105,Medium,East,Online
ORD004201,2024-11-25,4.0,WH03,PROD0042,401,Critical,South,Online
ORD004202,2023-07-26,9.0,WH05,PROD0039,79,Medium,West,B2B
ORD004203,2023-08-23,,WH10,PROD0007,144,Medium,South,B2B
ORD004204,2024-03-17,14.0,WH04,PROD0018,199,Medium,South,Online
ORD004205,2023-12-21,,WH05,PROD0003,106,Low,South,Online
ORD004206,2024-05-29,5.0,WH01,PROD0063,339,Medium,Midwest,B2B
ORD004207,2023-07-27,8.0,WH04,PROD0020,422,Low,East,Online
ORD004208,2024-12-09,8.0,WH10,PROD0098,89,Low,Midwest,B2B
ORD004209,2023-05-05,3.0,WH03,PROD0094,332,Low,East,Retail
ORD004210,2023-05-18,3.0,WH02,PROD0073,480,High,South,B2B
ORD004211,2023-12-05,13.0,WH07,PROD0074,431,Critical,South,Online
ORD004212,2024-06-20,8.0,WH10,PROD0070,266,Medium,South,B2B
ORD004213,2023-03-09,9.0,WH09,PROD0017,251,Low,South,B2B
ORD004214,2024-07-26,11.0,WH01,PROD0079,152,High,South,Retail
ORD004215,2024-06-24,6.0,WH07,PROD0097,306,Medium,Midwest,B2B
ORD004216,2024-01-18,,WH01,PROD0059,196,High,South,B2B
ORD004217,2023-01-19,8.0,WH05,PROD0054,126,Medium,South,B2B
ORD004218,2024-11-13,14.0,WH01,PROD0013,43,Critical,South,Online
ORD004219,2024-03-25,,WH03,PROD0042,421,Low,Midwest,Online
ORD004220,2023-03-15,13.0,WH08,PROD0044,173,Low,West,B2B
ORD004221,2024-07-26,6.0,WH04,PROD0086,490,Medium,East,B2B
ORD004222,2024-10-26,11.0,WH01,PROD0080,54,Medium,East,B2B
ORD004223,2023-10-03,3.0,WH01,PROD0098,253,Critical,West,B2B
ORD004224,2023-02-17,7.0,WH08,PROD0067,487,Critical,West,Online
ORD004225,2023-07-30,,WH08,PROD0072,299,High,Midwest,Online
ORD004226,2024-10-12,9.0,WH04,PROD0020,196,Low,East,Online
ORD004227,2024-09-13,5.0,WH04,PROD0047,484,High,West,B2B
ORD004228,2024-11-25,4.0,WH10,PROD0024,293,Medium,West,Online
ORD004229,2024-06-23,13.0,WH02,PROD0051,217,Critical,Midwest,Online
ORD004230,2024-12-09,4.0,WH02,PROD0018,169,Low,Midwest,Online
ORD004231,2023-07-10,,WH06,PROD0023,222,Low,South,B2B
ORD004232,2023-11-11,,WH08,PROD0001,128,High,West,B2B
ORD004233,2024-07-16,5.0,WH07,PROD0066,385,High,Midwest,Online
ORD004234,2024-10-22,13.0,WH07,PROD0005,349,High,East,B2B
ORD004235,2024-07-15,14.0,WH03,PROD0018,16,Low,Midwest,B2B
ORD004236,2023-04-23,9.0,WH02,PROD0080,37,High,East,B2B
ORD004237,2023-06-19,3.0,WH10,PROD0074,421,Medium,South,Online
ORD004238,2024-04-12,,WH07,PROD0093,391,Medium,West,B2B
ORD004239,2024-11-08,4.0,WH04,PROD0035,296,Medium,West,Online
ORD004240,2023-01-14,10.0,WH01,PROD0025,435,High,Midwest,B2B
ORD004241,2024-12-15,12.0,WH01,PROD0024,320,Medium,South,B2B
ORD004242,2023-10-15,6.0,WH04,PROD0013,225,Low,West,B2B
ORD004243,2023-07-08,8.0,WH05,PROD0021,114,Medium,Midwest,Online
ORD004244,2023-06-04,11.0,WH05,PROD0039,22,High,Midwest,B2B
ORD004245,2024-07-20,9.0,WH01,PROD0034,299,Low,Midwest,Online
ORD004246,2024-11-24,10.0,WH03,PROD0019,62,Low,Midwest,Retail
ORD004247,2024-12-22,9.0,WH06,PROD0028,182,Medium,East,B2B
ORD004248,2024-04-15,4.0,WH10,PROD0091,411,Low,South,B2B
ORD004249,2023-03-16,11.0,WH07,PROD0090,285,Low,East,B2B
ORD004250,2023-10-04,3.0,WH01,PROD0011,16,High,West,Online
ORD004251,2024-10-06,4.0,WH08,PROD0049,469,Low,South,Retail
ORD004252,2023-12-09,5.0,WH04,PROD0035,395,Medium,Midwest,Retail
ORD004253,2024-02-29,,WH09,PROD0084,277,Medium,West,B2B
ORD004254,2024-07-24,12.0,WH06,PROD0076,137,Medium,Midwest,B2B
ORD004255,2024-05-25,6.0,WH01,PROD0057,283,Medium,West,B2B
ORD004256,2023-07-01,,WH02,PROD0028,127,Critical,South,B2B
ORD004257,2024-04-02,8.0,WH03,PROD0066,487,Medium,South,Online
ORD004258,2023-03-05,3.0,WH02,PROD0065,86,Medium,East,Online
ORD004259,2023-09-17,,WH10,PROD0073,207,Medium,South,B2B
ORD004260,2023-07-12,8.0,WH07,PROD0022,363,Medium,West,B2B
ORD004261,2024-10-16,12.0,WH01,PROD0051,151,Low,South,B2B
ORD004262,2024-09-07,11.0,WH09,PROD0091,51,Critical,South,Online
ORD004263,2024-02-10,7.0,WH02,PROD0009,477,Low,South,Retail
ORD004264,2024-12-26,9.0,WH04,PROD0071,231,Medium,Midwest,B2B
ORD004265,2024-12-21,13.0,WH08,PROD0036,80,High,Midwest,B2B
ORD004266,2023-04-03,,WH03,PROD0054,131,High,South,B2B
ORD004267,2024-03-05,8.0,WH09,PROD0038,400,Low,West,Online
ORD004268,2024-10-15,8.0,WH07,PROD0066,136,Medium,South,B2B
ORD004269,2024-03-09,,WH10,PROD0043,346,Low,West,B2B
ORD004270,2024-02-08,8.0,WH03,PROD0005,170,High,South,Retail
ORD004271,2024-03-09,10.0,WH03,PROD0081,457,Medium,Midwest,Online
ORD004272,2023-04-22,13.0,WH05,PROD0037,163,Low,West,Retail
ORD004273,2024-01-10,7.0,WH05,PROD0058,199,High,East,B2B
ORD004274,2023-02-28,4.0,WH10,PROD0063,456,Medium,Midwest,Online
ORD004275,2023-02-12,11.0,WH05,PROD0099,227,Low,Midwest,B2B
ORD004276,2023-07-26,13.0,WH09,PROD0051,48,Medium,South,Online
ORD004277,2023-10-23,6.0,WH09,PROD0072,310,Low,East,Retail
ORD004278,2023-04-28,6.0,WH06,PROD0043,253,Critical,West,Online
ORD004279,2024-06-15,13.0,WH07,PROD0067,494,Medium,East,B2B
ORD004280,2023-08-10,9.0,WH10,PROD0067,103,Medium,South,Online
ORD004281,2023-06-15,12.0,WH08,PROD0065,36,Critical,Midwest,Online
ORD004282,2024-10-04,,WH09,PROD0062,6,Medium,East,Online
ORD004283,2023-06-05,8.0,WH06,PROD0088,199,Medium,West,B2B
ORD004284,2023-07-03,6.0,WH08,PROD0063,12,Low,West,Online
ORD004285,2023-03-31,,WH02,PROD0030,103,Critical,Midwest,Online
ORD004286,2023-04-04,5.0,WH10,PROD0090,187,High,South,Online
ORD004287,2023-01-13,9.0,WH08,PROD0038,321,Low,Midwest,B2B
ORD004288,2024-03-13,8.0,WH02,PROD0051,178,Medium,East,B2B
ORD004289,2024-06-21,5.0,WH08,PROD0038,427,Critical,South,Retail
ORD004290,2024-08-09,3.0,WH02,PROD0067,171,Medium,West,B2B
ORD004291,2023-05-30,14.0,WH03,PROD0077,177,Medium,South,B2B
ORD004292,2024-10-21,12.0,WH07,PROD0100,89,Medium,South,Retail
ORD004293,2023-01-08,,WH09,PROD0048,204,High,East,Retail
ORD004294,2023-01-29,12.0,WH03,PROD0012,439,Critical,Midwest,Online
ORD004295,2023-10-23,4.0,WH05,PROD0020,347,High,East,B2B
ORD004296,2024-12-21,9.0,WH09,PROD0072,343,Critical,West,B2B
ORD004297,2024-10-01,9.0,WH07,PROD0002,211,High,Midwest,B2B
ORD004298,2023-12-06,6.0,WH02,PROD0075,213,Low,South,B2B
ORD004299,2024-09-19,8.0,WH05,PROD0085,434,Low,East,B2B
ORD004300,2024-03-14,3.0,WH05,PROD0055,21,High,South,B2B
ORD004301,2023-05-24,4.0,WH09,PROD0006,88,Low,East,B2B
ORD004302,2024-06-02,8.0,WH02,PROD0083,13,High,West,Online
ORD004303,2023-02-14,4.0,WH01,PROD0094,426,High,West,B2B
ORD004304,2023-08-27,14.0,WH04,PROD0062,499,Medium,East,B2B
ORD004305,2023-06-04,,WH04,PROD0049,484,Medium,West,B2B
ORD004306,2023-06-30,13.0,WH01,PROD0100,120,Low,South,Online
ORD004307,2023-08-03,6.0,WH10,PROD0084,399,Low,Midwest,B2B
ORD004308,2023-03-29,6.0,WH07,PROD0054,178,High,East,Online
ORD004309,2023-09-13,12.0,WH02,PROD0010,129,Low,South,B2B
ORD004310,2024-05-25,11.0,WH09,PROD0024,51,Critical,East,B2B
ORD004311,2023-03-14,12.0,WH07,PROD0097,418,Low,Midwest,B2B
ORD004312,2023-06-28,9.0,WH07,PROD0029,42,High,West,Online
ORD004313,2023-07-31,9.0,WH01,PROD0094,318,Low,Midwest,B2B
ORD004314,2023-08-22,14.0,WH09,PROD0100,95,Medium,Midwest,Online
ORD004315,2024-04-09,13.0,WH10,PROD0006,242,Medium,East,B2B
ORD004316,2023-08-11,3.0,WH09,PROD0058,416,Low,Midwest,Online
ORD004317,2024-09-22,13.0,WH02,PROD0078,356,Medium,West,B2B
ORD004318,2023-09-21,7.0,WH10,PROD0057,61,Critical,East,Online
ORD004319,2023-07-26,5.0,WH09,PROD0003,349,Low,West,B2B
ORD004320,2024-08-29,5.0,WH02,PROD0024,438,Low,Midwest,Online
ORD004321,2024-01-01,8.0,WH02,PROD0019,458,High,Midwest,B2B
ORD004322,2023-10-03,6.0,WH08,PROD0098,442,High,West,B2B
ORD004323,2024-01-15,10.0,WH03,PROD0009,469,Low,East,B2B
ORD004324,2023-11-05,6.0,WH03,PROD0030,228,Low,Midwest,Online
ORD004325,2024-09-22,10.0,WH07,PROD0096,408,Low,South,Online
ORD004326,2023-09-25,14.0,WH10,PROD0077,411,Low,Midwest,B2B
ORD004327,2023-03-05,14.0,WH06,PROD0082,277,Low,Midwest,Retail
ORD004328,2023-12-16,,WH07,PROD0044,18,Medium,South,B2B
ORD004329,2024-05-08,5.0,WH06,PROD0053,244,Medium,East,Retail
ORD004330,2024-06-06,7.0,WH09,PROD0086,311,Medium,East,Retail
ORD004331,2023-04-08,14.0,WH02,PROD0068,324,Low,Midwest,B2B
ORD004332,2023-03-12,7.0,WH08,PROD0060,47,Medium,South,B2B
ORD004333,2023-12-30,12.0,WH06,PROD0023,310,Low,East,Online
ORD004334,2024-07-23,,WH04,PROD0061,18,Low,South,Retail
ORD004335,2023-10-03,3.0,WH06,PROD0007,384,Medium,South,B2B
ORD004336,2023-02-19,10.0,WH06,PROD0044,201,Low,South,B2B
ORD004337,2023-12-24,10.0,WH10,PROD0055,253,High,South,Online
ORD004338,2024-12-28,10.0,WH03,PROD0075,192,Low,West,B2B
ORD004339,2024-07-17,12.0,WH08,PROD0039,49,High,Midwest,B2B
ORD004340,2024-04-29,6.0,WH05,PROD0059,94,Medium,West,Online
ORD004341,2023-03-25,11.0,WH10,PROD0098,419,Medium,South,Online
ORD004342,2024-09-29,12.0,WH04,PROD0005,237,Medium,East,B2B
ORD004343,2024-08-06,5.0,WH02,PROD0042,222,Low,East,Online
ORD004344,2023-10-23,9.0,WH10,PROD0089,167,Low,West,B2B
ORD004345,2023-08-24,8.0,WH01,PROD0092,494,Medium,South,B2B
ORD004346,2023-02-25,11.0,WH07,PROD0014,254,Medium,South,Online
ORD004347,2023-12-26,14.0,WH10,PROD0027,442,Medium,East,Online
ORD004348,2023-04-20,,WH03,PROD0016,57,Medium,Midwest,Retail
ORD004349,2023-07-11,6.0,WH03,PROD0091,6,Low,West,Online
ORD004350,2023-04-03,8.0,WH03,PROD0002,462,Critical,West,Online
ORD004351,2024-07-21,10.0,WH10,PROD0019,238,Low,Midwest,Online
ORD004352,2023-03-01,5.0,WH03,PROD0023,221,Low,South,Online
ORD004353,2024-10-11,13.0,WH02,PROD0041,224,Critical,East,B2B
ORD004354,2023-02-08,10.0,WH06,PROD0014,78,Low,West,Online
ORD004355,2024-06-23,,WH10,PROD0047,20,Critical,West,B2B
ORD004356,2023-02-18,9.0,WH03,PROD0063,306,Low,South,B2B
ORD004357,2024-02-24,9.0,WH01,PROD0090,265,Low,Midwest,B2B
ORD004358,2024-09-28,7.0,WH10,PROD0008,204,Low,East,B2B
ORD004359,2023-01-13,4.0,WH09,PROD0027,142,Medium,South,B2B
ORD004360,2023-02-05,14.0,WH06,PROD0040,376,Medium,West,Retail
ORD004361,2023-04-11,4.0,WH06,PROD0028,407,Low,East,B2B
ORD004362,2023-03-27,14.0,WH10,PROD0068,304,Low,South,Online
ORD004363,2024-05-30,12.0,WH09,PROD0061,482,Low,West,B2B
ORD004364,2023-08-11,14.0,WH02,PROD0038,80,Low,East,B2B
ORD004365,2023-12-04,10.0,WH10,PROD0075,210,Critical,South,Online
ORD004366,2023-06-15,13.0,WH09,PROD0024,256,Medium,West,Online
ORD004367,2024-01-18,8.0,WH03,PROD0028,312,High,East,Retail
ORD004368,2024-01-11,10.0,WH03,PROD0041,489,Low,East,B2B
ORD004369,2024-04-15,5.0,WH03,PROD0018,377,Low,West,Online
ORD004370,2024-10-03,3.0,WH01,PROD0049,40,Medium,East,B2B
ORD004371,2023-01-31,8.0,WH10,PROD0085,353,High,East,Online
ORD004372,2024-01-10,4.0,WH07,PROD0026,453,High,Midwest,Online
ORD004373,2023-01-11,14.0,WH10,PROD0003,423,Medium,Midwest,Online
ORD004374,2023-10-29,11.0,WH07,PROD0077,202,Low,Midwest,B2B
ORD004375,2023-04-06,7.0,WH02,PROD0038,86,Low,South,Retail
ORD004376,2023-07-09,7.0,WH06,PROD0092,43,Medium,South,B2B
ORD004377,2024-03-28,12.0,WH04,PROD0014,236,Low,Midwest,Online
ORD004378,2023-07-11,10.0,WH07,PROD0001,481,High,East,Online
ORD004379,2024-04-30,8.0,WH07,PROD0092,378,Medium,West,B2B
ORD004380,2023-09-23,5.0,WH04,PROD0100,415,High,South,Online
ORD004381,2024-02-28,11.0,WH03,PROD0011,70,Medium,West,B2B
ORD004382,2023-05-08,,WH07,PROD0040,356,High,Midwest,Online
ORD004383,2023-08-26,6.0,WH09,PROD0004,131,Low,West,Online
ORD004384,2023-12-21,12.0,WH04,PROD0034,132,Medium,West,B2B
ORD004385,2023-04-22,6.0,WH06,PROD0065,248,Low,East,Online
ORD004386,2024-03-21,14.0,WH07,PROD0056,155,Medium,East,B2B
ORD004387,2023-12-09,,WH10,PROD0010,230,Medium,West,Retail
ORD004388,2023-05-25,,WH03,PROD0081,89,High,East,B2B
ORD004389,2023-03-06,6.0,WH05,PROD0071,229,High,Midwest,B2B
ORD004390,2023-09-04,,WH01,PROD0064,27,Medium,Midwest,B2B
ORD004391,2024-05-04,5.0,WH06,PROD0013,361,Low,West,Online
ORD004392,2024-03-14,,WH05,PROD0022,356,Critical,South,Online
ORD004393,2023-04-16,10.0,WH07,PROD0056,238,Low,West,B2B
ORD004394,2023-06-30,12.0,WH09,PROD0065,175,High,South,B2B
ORD004395,2023-07-03,13.0,WH04,PROD0092,316,Medium,South,B2B
ORD004396,2023-08-14,4.0,WH09,PROD0097,292,High,South,Online
ORD004397,2023-03-30,6.0,WH06,PROD0013,374,Medium,Midwest,B2B
ORD004398,2024-11-18,10.0,WH05,PROD0001,430,Medium,West,B2B
ORD004399,2024-06-13,3.0,WH02,PROD0038,61,Medium,South,Online
ORD004400,2024-01-06,3.0,WH01,PROD0058,170,High,West,B2B
ORD004401,2024-02-03,,WH08,PROD0025,263,Low,East,Retail
ORD004402,2023-04-16,13.0,WH06,PROD0042,414,High,East,Online
ORD004403,2023-09-28,4.0,WH07,PROD0085,306,Low,South,B2B
ORD004404,2024-05-17,3.0,WH06,PROD0033,116,High,Midwest,Retail
ORD004405,2024-11-09,10.0,WH10,PROD0057,175,Low,Midwest,B2B
ORD004406,2024-06-08,4.0,WH07,PROD0037,221,Low,South,B2B
ORD004407,2023-02-01,6.0,WH09,PROD0057,424,High,Midwest,Online
ORD004408,2024-01-28,5.0,WH05,PROD0098,128,High,Midwest,Online
ORD004409,2023-02-09,4.0,WH01,PROD0062,489,Medium,South,Online
ORD004410,2024-10-21,10.0,WH01,PROD0003,5,Critical,Midwest,Retail
ORD004411,2023-08-06,,WH09,PROD0030,326,Low,East,Online
ORD004412,2023-03-23,11.0,WH05,PROD0067,186,Low,West,Retail
ORD004413,2024-12-20,12.0,WH02,PROD0063,172,Low,South,Online
ORD004414,2023-07-20,7.0,WH03,PROD0082,199,Medium,Midwest,Online
ORD004415,2024-03-22,11.0,WH01,PROD0023,231,Medium,Midwest,Online
ORD004416,2024-03-03,5.0,WH06,PROD0072,288,Medium,South,B2B
ORD004417,2023-02-07,,WH06,PROD0073,335,Low,East,Online
ORD004418,2023-07-30,7.0,WH03,PROD0066,115,Low,East,Retail
ORD004419,2024-03-19,12.0,WH03,PROD0061,333,Medium,East,Retail
ORD004420,2023-11-23,8.0,WH07,PROD0002,466,Low,East,Online
ORD004421,2023-08-15,11.0,WH01,PROD0027,330,Medium,West,B2B
ORD004422,2023-02-17,10.0,WH05,PROD0048,424,Low,South,B2B
ORD004423,2023-01-18,,WH03,PROD0063,313,Critical,West,Retail
ORD004424,2024-03-14,,WH05,PROD0100,11,Medium,East,Online
ORD004425,2024-12-08,,WH04,PROD0005,424,High,East,B2B
ORD004426,2023-07-06,7.0,WH06,PROD0001,104,Medium,South,Online
ORD004427,2023-12-11,7.0,WH09,PROD0022,175,Low,Midwest,B2B
ORD004428,2023-08-12,6.0,WH02,PROD0074,386,Low,South,Online
ORD004429,2024-05-02,10.0,WH10,PROD0024,475,Medium,West,B2B
ORD004430,2023-08-17,13.0,WH08,PROD0059,436,Critical,Midwest,Retail
ORD004431,2024-01-25,7.0,WH02,PROD0079,374,Low,East,B2B
ORD004432,2024-08-11,,WH04,PROD0097,120,Low,South,B2B
ORD004433,2023-07-07,12.0,WH09,PROD0050,237,Medium,Midwest,B2B
ORD004434,2023-09-27,7.0,WH04,PROD0023,498,Medium,South,B2B
ORD004435,2024-08-29,3.0,WH07,PROD0078,236,High,East,B2B
ORD004436,2023-11-06,6.0,WH05,PROD0018,456,Medium,West,B2B
ORD004437,2023-05-12,3.0,WH02,PROD0089,305,Low,Midwest,Retail
ORD004438,2024-07-04,8.0,WH08,PROD0022,443,Critical,Midwest,Online
ORD004439,2023-03-13,8.0,WH10,PROD0044,38,Medium,Midwest,Online
ORD004440,2024-11-02,3.0,WH10,PROD0044,272,Medium,West,Online
ORD004441,2023-07-06,14.0,WH02,PROD0037,376,Medium,West,B2B
ORD004442,2024-04-30,10.0,WH03,PROD0007,344,Low,Midwest,Online
ORD004443,2023-07-10,6.0,WH10,PROD0090,251,Low,Midwest,Retail
ORD004444,2024-02-26,4.0,WH07,PROD0024,471,Low,Midwest,B2B
ORD004445,2023-04-30,3.0,WH05,PROD0077,375,Critical,East,Retail
ORD004446,2023-08-08,13.0,WH10,PROD0041,334,High,South,Online
ORD004447,2023-02-22,5.0,WH03,PROD0070,27,Low,East,Online
ORD004448,2024-03-26,9.0,WH02,PROD0085,330,Medium,East,Online
ORD004449,2024-02-16,12.0,WH06,PROD0071,123,Medium,West,B2B
ORD004450,2024-10-04,13.0,WH10,PROD0018,156,Low,Midwest,Online
ORD004451,2023-08-25,12.0,WH01,PROD0079,217,Medium,East,B2B
ORD004452,2024-12-20,10.0,WH08,PROD0072,194,High,Midwest,B2B
ORD004453,2024-02-10,7.0,WH05,PROD0060,301,Low,West,B2B
ORD004454,2024-08-30,9.0,WH05,PROD0052,161,High,East,Retail
ORD004455,2024-02-26,,WH02,PROD0080,128,Medium,Midwest,B2B
ORD004456,2024-12-12,14.0,WH07,PROD0049,316,Low,West,B2B
ORD004457,2023-09-04,,WH05,PROD0067,178,High,West,B2B
ORD004458,2023-03-13,6.0,WH08,PROD0045,126,Low,East,Online
ORD004459,2023-07-04,8.0,WH05,PROD0009,174,High,West,B2B
ORD004460,2023-01-06,,WH09,PROD0026,35,Medium,South,B2B
ORD004461,2023-07-25,,WH05,PROD0026,239,Medium,West,B2B
ORD004462,2024-06-27,14.0,WH03,PROD0030,41,High,East,Online
ORD004463,2024-09-02,14.0,WH02,PROD0027,186,Low,Midwest,Online
ORD004464,2024-01-22,14.0,WH05,PROD0080,461,Medium,South,B2B
ORD004465,2024-11-29,,WH10,PROD0004,183,Medium,West,B2B
ORD004466,2023-03-17,7.0,WH10,PROD0051,389,Medium,Midwest,Retail
ORD004467,2023-06-26,8.0,WH05,PROD0083,261,Low,Midwest,Online
ORD004468,2023-12-15,,WH06,PROD0098,406,Critical,Midwest,B2B
ORD004469,2023-09-12,4.0,WH02,PROD0070,34,High,East,B2B
ORD004470,2024-12-02,,WH05,PROD0079,449,Low,West,Online
ORD004471,2023-11-04,10.0,WH01,PROD0010,187,Medium,South,B2B
ORD004472,2023-12-11,13.0,WH03,PROD0036,401,Medium,East,Online
ORD004473,2023-05-07,11.0,WH03,PROD0046,307,High,Midwest,B2B
ORD004474,2023-10-14,8.0,WH03,PROD0006,433,Medium,West,B2B
ORD004475,2024-12-25,9.0,WH03,PROD0070,137,Low,Midwest,B2B
ORD004476,2024-08-18,14.0,WH08,PROD0079,202,Low,South,Online
ORD004477,2024-05-01,3.0,WH01,PROD0093,381,Critical,Midwest,Retail
ORD004478,2024-01-18,11.0,WH06,PROD0089,143,Medium,East,Retail
ORD004479,2024-02-10,8.0,WH06,PROD0083,109,Low,East,Retail
ORD004480,2024-01-23,14.0,WH01,PROD0078,157,Medium,South,Online
ORD004481,2024-06-08,6.0,WH01,PROD0003,255,Low,South,B2B
ORD004482,2024-07-10,12.0,WH03,PROD0050,181,Low,West,Online
ORD004483,2024-09-30,11.0,WH08,PROD0042,409,Medium,West,Online
ORD004484,2024-09-17,14.0,WH06,PROD0078,341,Low,Midwest,Online
ORD004485,2023-10-03,,WH04,PROD0054,465,Medium,Midwest,B2B
ORD004486,2024-05-14,4.0,WH05,PROD0039,219,Medium,South,Online
ORD004487,2024-12-17,5.0,WH10,PROD0085,28,Medium,South,B2B
ORD004488,2023-12-03,3.0,WH03,PROD0055,151,Medium,South,B2B
ORD004489,2024-04-25,4.0,WH06,PROD0011,359,Medium,Midwest,Retail
ORD004490,2023-09-30,,WH06,PROD0074,100,Low,East,Retail
ORD004491,2023-02-27,9.0,WH06,PROD0079,3,Medium,South,B2B
ORD004492,2023-11-24,12.0,WH09,PROD0030,33,Low,South,B2B
ORD004493,2023-04-19,8.0,WH10,PROD0081,199,Medium,West,Online
ORD004494,2023-10-06,14.0,WH08,PROD0056,69,Medium,East,Online
ORD004495,2024-11-16,11.0,WH06,PROD0029,90,Medium,East,B2B
ORD004496,2023-11-24,7.0,WH02,PROD0017,17,Medium,Midwest,B2B
ORD004497,2023-11-11,,WH04,PROD0033,337,Medium,South,B2B
ORD004498,2024-04-18,,WH06,PROD0021,367,Low,Midwest,B2B
ORD004499,2023-04-21,12.0,WH09,PROD0078,323,Medium,Midwest,Retail
ORD004500,2024-11-29,11.0,WH02,PROD0010,323,Critical,East,B2B
ORD004501,2023-08-17,4.0,WH06,PROD0087,34,Low,Midwest,Online
ORD004502,2024-05-11,14.0,WH10,PROD0039,264,Low,South,B2B
ORD004503,2023-06-05,,WH10,PROD0078,301,Low,East,Retail
ORD004504,2024-04-17,5.0,WH10,PROD0047,60,Medium,East,B2B
ORD004505,2024-12-01,13.0,WH07,PROD0086,184,Medium,South,Online
ORD004506,2023-09-29,5.0,WH08,PROD0052,326,High,East,Online
ORD004507,2023-01-02,,WH09,PROD0041,357,Medium,West,B2B
ORD004508,2024-12-22,13.0,WH05,PROD0092,365,Low,South,B2B
ORD004509,2024-05-25,11.0,WH09,PROD0047,406,Critical,East,Online
ORD004510,2023-10-13,9.0,WH09,PROD0073,417,Low,Midwest,B2B
ORD004511,2023-01-13,13.0,WH07,PROD0087,434,Low,Midwest,Retail
ORD004512,2024-08-30,,WH02,PROD0071,199,Low,South,B2B
ORD004513,2024-05-12,,WH08,PROD0088,241,Low,South,Retail
ORD004514,2023-08-26,,WH05,PROD0043,232,High,South,Online
ORD004515,2023-04-04,10.0,WH08,PROD0037,211,Medium,West,B2B
ORD004516,2023-12-04,6.0,WH02,PROD0073,368,High,Midwest,Online
ORD004517,2023-06-20,4.0,WH07,PROD0064,430,High,Midwest,B2B
ORD004518,2024-08-28,,WH05,PROD0071,52,Low,South,Retail
ORD004519,2024-10-22,7.0,WH04,PROD0060,119,Medium,Midwest,Online
ORD004520,2024-09-15,4.0,WH10,PROD0087,330,Medium,West,B2B
ORD004521,2024-07-20,6.0,WH06,PROD0025,215,High,East,Online
ORD004522,2024-04-11,14.0,WH05,PROD0022,322,Low,West,Online
ORD004523,2024-09-19,4.0,WH06,PROD0043,149,Medium,South,B2B
ORD004524,2023-05-23,7.0,WH09,PROD0071,408,High,West,B2B
ORD004525,2023-07-20,8.0,WH01,PROD0070,176,Low,Midwest,Online
ORD004526,2023-06-29,13.0,WH01,PROD0036,377,Low,Midwest,Online
ORD004527,2024-12-14,3.0,WH06,PROD0046,269,Medium,West,Online
ORD004528,2023-12-30,14.0,WH02,PROD0022,320,Medium,South,Online
ORD004529,2024-04-23,10.0,WH08,PROD0035,5,Medium,South,B2B
ORD004530,2024-07-18,4.0,WH07,PROD0047,402,High,East,Online
ORD004531,2024-04-15,7.0,WH06,PROD0033,116,Medium,West,B2B
ORD004532,2024-01-19,13.0,WH04,PROD0085,203,Medium,East,B2B
ORD004533,2024-11-22,10.0,WH09,PROD0075,37,Low,Midwest,B2B
ORD004534,2024-02-21,7.0,WH07,PROD0013,54,High,West,Retail
ORD004535,2023-11-04,,WH07,PROD0056,288,High,East,B2B
ORD004536,2024-10-10,8.0,WH05,PROD0067,284,Low,West,Online
ORD004537,2024-11-24,3.0,WH01,PROD0013,86,Medium,West,Online
ORD004538,2024-01-02,3.0,WH02,PROD0050,45,High,Midwest,Retail
ORD004539,2023-01-01,10.0,WH08,PROD0057,284,Medium,East,Online
ORD004540,2023-02-13,,WH05,PROD0098,321,Medium,East,Online
ORD004541,2023-04-08,12.0,WH02,PROD0028,70,Medium,East,B2B
ORD004542,2024-12-20,12.0,WH05,PROD0098,459,Low,East,Online
ORD004543,2023-09-22,,WH08,PROD0096,42,Medium,East,B2B
ORD004544,2023-05-20,13.0,WH04,PROD0087,417,High,Midwest,B2B
ORD004545,2024-04-25,5.0,WH03,PROD0088,272,Medium,West,B2B
ORD004546,2023-08-25,10.0,WH05,PROD0065,141,Medium,Midwest,Retail
ORD004547,2023-03-13,13.0,WH07,PROD0024,405,Low,West,B2B
ORD004548,2024-10-28,10.0,WH02,PROD0067,59,Low,East,B2B
ORD004549,2023-07-09,3.0,WH01,PROD0081,240,Low,Midwest,Online
ORD004550,2023-09-25,12.0,WH05,PROD0007,47,Low,South,Online
ORD004551,2023-11-17,9.0,WH07,PROD0074,167,Medium,West,Online
ORD004552,2023-04-17,,WH08,PROD0083,110,Medium,West,Online
ORD004553,2023-08-20,14.0,WH08,PROD0024,126,Low,West,B2B
ORD004554,2023-02-11,4.0,WH10,PROD0009,472,Critical,East,Online
ORD004555,2024-12-02,4.0,WH09,PROD0015,299,Medium,Midwest,B2B
ORD004556,2023-05-19,7.0,WH01,PROD0056,411,High,West,B2B
ORD004557,2024-09-06,9.0,WH07,PROD0086,109,Low,East,Online
ORD004558,2024-11-13,,WH10,PROD0017,165,Low,Midwest,B2B
